level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3942	6200	-1	
2	1	1	0	0	0	37	842	348	42	-1	
3	1	1	1	0	0	37	842	348	42	-1	
4	1	1	1	1	0	37	842	348	42	-1	
5	1	1	1	1	1	37	844	43	35	96.343559	वर्ष
5	1	1	1	1	2	100	854	31	28	96.957603	२१
5	1	1	1	1	3	153	847	52	32	95.988831	अंक
5	1	1	1	1	4	224	854	15	30	96.154205	३
5	1	1	1	1	5	258	842	127	39	96.166420	काठमाडौं
2	1	2	0	0	0	25	984	370	7	-1	
3	1	2	1	0	0	25	984	370	7	-1	
4	1	2	1	1	0	25	984	370	7	-1	
5	1	2	1	1	1	25	984	370	7	95.000000	 
2	1	3	0	0	0	25	955	375	257	-1	
3	1	3	1	0	0	25	955	370	257	-1	
4	1	3	1	1	0	25	955	370	105	-1	
5	1	3	1	1	1	25	955	370	105	96.085030	पारसलाई
4	1	3	1	2	0	25	1118	375	94	-1	
5	1	3	1	2	1	25	1118	375	94	0.000000	हृदयाघात
2	1	4	0	0	0	27	1265	447	880	-1	
3	1	4	1	0	0	27	1265	447	880	-1	
4	1	4	1	1	0	27	1265	357	166	-1	
5	1	4	1	1	1	27	1265	192	166	0.000000	४
5	1	4	1	1	2	272	1272	112	50	93.231544	काठमाडौं
4	1	4	1	2	0	27	1322	447	55	-1	
5	1	4	1	2	1	27	1327	11	19	59.151920	r
5	1	4	1	2	2	216	1340	33	37	51.918663	%
5	1	4	1	2	3	278	1334	83	23	0.000000	कार
5	1	4	1	2	4	378	1322	96	34	95.383202	बैंककमा
4	1	4	1	3	0	215	1380	258	32	-1	
5	1	4	1	3	1	215	1380	124	30	0.000000	रहेका
5	1	4	1	3	2	353	1380	120	32	96.899559	पूर्वयुवराज
4	1	4	1	4	0	78	1425	370	27	-1	
5	1	4	1	4	1	78	1437	4	5	51.965137	५
5	1	4	1	4	2	276	1426	62	23	96.062157	पारस
5	1	4	1	4	3	353	1425	95	27	95.054626	शाहलाई
4	1	4	1	5	0	39	1410	428	93	-1	
5	1	4	1	5	1	39	1446	68	30	42.106224	_
5	1	4	1	5	2	132	1459	54	17	25.982727	निता
5	1	4	1	5	3	210	1410	39	66	78.149559	d
5	1	4	1	5	4	276	1471	41	28	96.993347	एक
5	1	4	1	5	5	332	1462	135	41	72.778595	शुभेच्छुकको
4	1	4	1	6	0	28	1507	441	34	-1	
5	1	4	1	6	1	28	1517	65	23	96.511940	घरमा
5	1	4	1	6	2	107	1507	112	34	96.272758	बसिरहेका
5	1	4	1	6	3	234	1508	50	31	96.352539	बेला
5	1	4	1	6	4	299	1511	105	29	96.495071	मंगलबार
5	1	4	1	6	5	419	1507	50	33	95.975555	राति
4	1	4	1	7	0	28	1554	252	41	-1	
5	1	4	1	7	1	28	1563	111	32	92.120644	हृदयाघात
5	1	4	1	7	2	154	1554	70	37	96.633736	भएको
5	1	4	1	7	3	239	1563	23	25	70.472710	छ
5	1	4	1	7	4	278	1563	2	22	70.472710	।
4	1	4	1	8	0	63	1599	294	42	-1	
5	1	4	1	8	1	63	1599	89	33	96.361343	स्थानीय
5	1	4	1	8	2	167	1600	104	41	96.531731	शुभेच्छुक
5	1	4	1	8	3	286	1599	71	42	96.395523	सुनिल
4	1	4	1	9	0	28	1645	395	41	-1	
5	1	4	1	9	1	28	1646	107	40	44.124741	खड्काको
5	1	4	1	9	2	150	1655	65	22	96.855835	घरमा
5	1	4	1	9	3	232	1655	72	23	96.618210	आराम
5	1	4	1	9	4	319	1645	104	34	96.721313	गरिरहेका
4	1	4	1	10	0	28	1691	406	42	-1	
5	1	4	1	10	1	28	1692	50	31	95.996239	बेला
5	1	4	1	10	2	92	1691	90	33	96.277710	स्थानीय
5	1	4	1	10	3	196	1701	148	32	96.541077	समयअनुसार
5	1	4	1	10	4	359	1692	75	32	96.653923	रातको
4	1	4	1	11	0	28	1736	368	40	-1	
5	1	4	1	11	1	28	1744	69	27	95.783653	११:१५
5	1	4	1	11	2	114	1746	30	22	96.597862	मा
5	1	4	1	11	3	159	1736	109	36	96.136246	पारसलाई
5	1	4	1	11	4	283	1746	113	30	96.510925	हृदयाघात
4	1	4	1	12	0	29	1780	352	42	-1	
5	1	4	1	12	1	29	1783	70	37	95.999710	भएको
5	1	4	1	12	2	113	1782	56	32	92.157455	थियो
5	1	4	1	12	3	186	1792	2	22	92.039360	।
5	1	4	1	12	4	205	1780	176	42	91.432365	हृदयाघातलगत्तै
4	1	4	1	13	0	28	1828	404	42	-1	
5	1	4	1	13	1	28	1828	89	32	93.297371	स्थानीय
5	1	4	1	13	2	132	1828	152	42	83.459641	कम्युनिटीभेज
5	1	4	1	13	3	301	1838	131	23	96.470177	अस्पतालमा
4	1	4	1	14	0	28	1874	399	38	-1	
5	1	4	1	14	1	28	1874	67	38	91.721924	लगिए
5	1	4	1	14	2	110	1874	44	32	92.693550	पनि
5	1	4	1	14	3	169	1884	149	23	90.926163	मध्यरातसम्म
5	1	4	1	14	4	333	1875	94	32	96.150108	पारसको
4	1	4	1	15	0	28	1920	374	38	-1	
5	1	4	1	15	1	28	1930	97	23	96.350723	नाकबाट
5	1	4	1	15	2	140	1921	71	31	95.974960	बगेको
5	1	4	1	15	3	226	1930	55	23	93.162239	रगत
5	1	4	1	15	4	298	1920	104	38	91.674889	थामिएको
4	1	4	1	16	0	28	1964	435	44	-1	
5	1	4	1	16	1	28	1964	41	37	92.952171	छैन
5	1	4	1	16	2	86	1976	2	22	92.553223	।
5	1	4	1	16	3	105	1964	128	35	89.773705	बैंककस्थित
5	1	4	1	16	4	247	1966	119	34	91.132629	कार्यवाहक
5	1	4	1	16	5	381	1976	82	32	96.674400	राजदूत
4	1	4	1	17	0	28	2011	441	42	-1	
5	1	4	1	17	1	28	2012	91	32	92.409889	डोरनाथ
5	1	4	1	17	2	136	2011	116	36	96.489136	अर्याललाई
5	1	4	1	17	3	267	2011	93	42	95.367683	सुनिलले
5	1	4	1	17	4	374	2012	95	32	96.236526	पारसको
4	1	4	1	18	0	28	2055	371	42	-1	
5	1	4	1	18	1	28	2058	154	39	89.263832	हृदयाघातबारे
5	1	4	1	18	2	197	2057	106	32	96.232246	जानकारी
5	1	4	1	18	3	317	2055	82	35	95.945030	गराउँदै
4	1	4	1	19	0	28	2103	386	42	-1	
5	1	4	1	19	1	28	2103	68	33	96.973656	स्थिति
5	1	4	1	19	2	111	2103	49	34	96.906204	केही
5	1	4	1	19	3	175	2104	127	41	96.482674	सुधारोन्मुख
5	1	4	1	19	4	317	2103	97	38	96.055145	देखिएको
2	1	5	0	0	0	25	1118	375	7	-1	
3	1	5	1	0	0	25	1118	375	7	-1	
4	1	5	1	1	0	25	1118	375	7	-1	
5	1	5	1	1	1	25	1118	375	7	95.000000	 
2	1	6	0	0	0	92	1701	342	2	-1	
3	1	6	1	0	0	92	1701	342	2	-1	
4	1	6	1	1	0	92	1701	342	2	-1	
5	1	6	1	1	1	92	1701	342	2	95.000000	 
2	1	7	0	0	0	28	1838	404	2	-1	
3	1	7	1	0	0	28	1838	404	2	-1	
4	1	7	1	1	0	28	1838	404	2	-1	
5	1	7	1	1	1	28	1838	404	2	95.000000	 
2	1	8	0	0	0	105	1976	358	2	-1	
3	1	8	1	0	0	105	1976	358	2	-1	
4	1	8	1	1	0	105	1976	358	2	-1	
5	1	8	1	1	1	105	1976	358	2	95.000000	 
2	1	9	0	0	0	28	2021	441	2	-1	
3	1	9	1	0	0	28	2021	441	2	-1	
4	1	9	1	1	0	28	2021	441	2	-1	
5	1	9	1	1	1	28	2021	441	2	95.000000	 
2	1	10	0	0	0	28	2067	371	2	-1	
3	1	10	1	0	0	28	2067	371	2	-1	
4	1	10	1	1	0	28	2067	371	2	-1	
5	1	10	1	1	1	28	2067	371	2	95.000000	 
2	1	11	0	0	0	1761	298	423	13	-1	
3	1	11	1	0	0	1761	298	423	13	-1	
4	1	11	1	1	0	1761	298	423	13	-1	
5	1	11	1	1	1	1761	298	423	13	95.000000	 
2	1	12	0	0	0	1498	767	304	2	-1	
3	1	12	1	0	0	1498	767	304	2	-1	
4	1	12	1	1	0	1498	767	304	2	-1	
5	1	12	1	1	1	1498	767	304	2	95.000000	 
2	1	13	0	0	0	19	316	3876	511	-1	
3	1	13	1	0	0	19	316	3876	511	-1	
4	1	13	1	1	0	19	316	3876	511	-1	
5	1	13	1	1	1	19	316	597	511	36.486481	bs
5	1	13	1	1	2	881	316	2236	511	25.955963	वकत्रान्तिपघुर्‌
5	1	13	1	1	3	3383	316	512	511	54.247620	ap
5	1	13	1	1	4	1543	760	87	35	84.895035	ठमाडौं,
5	1	13	1	1	5	1646	760	159	35	51.887127	विराठनजार,
5	1	13	1	1	6	1823	766	109	33	96.040939	भरतपुर
5	1	13	1	1	7	1944	767	21	23	92.845108	र
5	1	13	1	1	8	1977	757	207	33	48.865875	नेपालणन्जबाठ
5	1	13	1	1	9	2196	755	116	35	95.846985	एकैसाथ
5	1	13	1	1	10	2324	760	121	33	95.559296	प्रकाशित
2	1	14	0	0	0	16	114	3908	714	-1	
3	1	14	1	0	0	16	114	3908	714	-1	
4	1	14	1	1	0	16	114	3908	714	-1	
5	1	14	1	1	1	16	114	3908	714	95.000000	 
2	1	15	0	0	0	517	818	3030	8	-1	
3	1	15	1	0	0	517	818	3030	8	-1	
4	1	15	1	1	0	517	818	3030	8	-1	
5	1	15	1	1	1	517	818	3030	8	95.000000	 
2	1	16	0	0	0	28	2159	448	2	-1	
3	1	16	1	0	0	28	2159	448	2	-1	
4	1	16	1	1	0	28	2159	448	2	-1	
5	1	16	1	1	1	28	2159	448	2	95.000000	 
2	1	17	0	0	0	28	2147	448	227	-1	
3	1	17	1	0	0	28	2147	448	227	-1	
4	1	17	1	1	0	28	2147	448	44	-1	
5	1	17	1	1	1	28	2159	100	28	96.591438	जनाएका
5	1	17	1	1	2	143	2149	45	38	93.086182	थिए
5	1	17	1	1	3	205	2160	3	21	75.833771	|
5	1	17	1	1	4	232	2159	85	23	25.951675	“तत्काल
5	1	17	1	1	5	331	2147	43	44	96.069885	कुनै
5	1	17	1	1	6	389	2150	87	33	96.400436	सहयोग
4	1	17	1	2	0	30	2195	422	42	-1	
5	1	17	1	2	1	30	2205	106	22	95.602936	आवश्यक
5	1	17	1	2	2	151	2196	32	32	96.529533	परे
5	1	17	1	2	3	198	2205	56	23	91.085411	खबर
5	1	17	1	2	4	269	2195	95	42	96.517166	गर्नुहोला
5	1	17	1	2	5	380	2196	72	31	95.966621	भनेको
4	1	17	1	3	0	28	2241	304	42	-1	
5	1	17	1	3	1	28	2251	22	32	68.581734	छु,
5	1	17	1	3	2	82	2241	91	32	96.700180	अर्यालले
5	1	17	1	3	3	188	2241	144	42	96.045685	कान्तिपुरसँग
4	1	17	1	4	0	28	2286	315	42	-1	
5	1	17	1	4	1	28	2286	131	33	96.239754	टेलिफोनमा
5	1	17	1	4	2	175	2287	39	31	93.240021	भने
5	1	17	1	4	3	218	2282	14	51	92.282295	।
5	1	17	1	4	4	250	2286	93	42	96.664192	सुनिलले
4	1	17	1	5	0	28	2332	397	42	-1	
5	1	17	1	5	1	28	2332	152	42	90.468872	पूर्वयुवराजको
5	1	17	1	5	2	195	2342	96	23	96.384781	नाकबाट
5	1	17	1	5	3	306	2342	55	23	96.562988	रगत
5	1	17	1	5	4	376	2333	49	31	74.486336	बग्ने
2	1	18	0	0	0	30	2205	334	2	-1	
3	1	18	1	0	0	30	2205	334	2	-1	
4	1	18	1	1	0	30	2205	334	2	-1	
5	1	18	1	1	1	30	2205	334	2	95.000000	 
2	1	19	0	0	0	28	2296	315	2	-1	
3	1	19	1	0	0	28	2296	315	2	-1	
4	1	19	1	1	0	28	2296	315	2	-1	
5	1	19	1	1	1	28	2296	315	2	95.000000	 
2	1	20	0	0	0	583	844	635	45	-1	
3	1	20	1	0	0	583	844	635	45	-1	
4	1	20	1	1	0	583	844	635	45	-1	
5	1	20	1	1	1	583	854	17	29	96.557343	९
5	1	20	1	1	2	619	854	81	35	96.062866	फागुन
5	1	20	1	1	3	720	854	74	29	96.439278	२०६९
5	1	20	1	1	4	813	854	96	35	95.409264	बुधबार
5	1	20	1	1	5	926	854	60	25	96.401039	माघ
5	1	20	1	1	6	1002	854	118	35	96.133049	शुक्लपक्ष
5	1	20	1	1	7	1138	844	80	35	96.488464	दशमी
2	1	21	0	0	0	670	1376	2111	361	-1	
3	1	21	1	0	0	670	1376	2111	361	-1	
4	1	21	1	1	0	670	1376	2111	361	-1	
5	1	21	1	1	1	670	1376	1293	282	30.475422	प्रधातन्यायाधीश
5	1	21	1	1	2	2088	1454	693	283	35.408573	TITS
2	1	22	0	0	0	604	1784	2242	604	-1	
3	1	22	1	0	0	604	1784	2242	604	-1	
4	1	22	1	1	0	604	1784	2242	604	-1	
5	1	22	1	1	1	604	1784	2242	604	95.000000	 
2	1	23	0	0	0	1420	846	241	42	-1	
3	1	23	1	0	0	1420	846	241	42	-1	
4	1	23	1	1	0	1420	846	241	42	-1	
5	1	23	1	1	1	1420	846	76	33	96.529053	नेपाल
5	1	23	1	1	2	1513	847	72	41	95.502663	संवत्‌
5	1	23	1	1	3	1598	854	63	30	96.676033	११३३
2	1	24	0	0	0	1093	1039	1261	296	-1	
3	1	24	1	0	0	1093	1039	1261	296	-1	
4	1	24	1	1	0	1093	1039	1261	296	-1	
5	1	24	1	1	1	1093	1039	272	277	94.899231	सर्त
5	1	24	1	1	2	1476	1117	130	218	94.897972	र
5	1	24	1	1	3	1726	1117	628	198	95.443512	भाषामा
2	1	25	0	0	0	2253	853	849	33	-1	
3	1	25	1	0	0	2253	853	849	33	-1	
4	1	25	1	1	0	2253	853	849	33	-1	
5	1	25	1	1	1	2253	855	143	30	92.055901	KANTIPUR,
5	1	25	1	1	2	2409	854	78	32	96.438766	Nepali
5	1	25	1	1	3	2500	854	104	26	96.780243	National
5	1	25	1	1	4	2617	854	67	32	96.308014	Daily,
5	1	25	1	1	5	2696	853	154	33	96.308014	Wednesday,
5	1	25	1	1	6	2864	854	113	32	96.842590	February
5	1	25	1	1	7	2988	854	39	31	96.820282	20,
5	1	25	1	1	8	3040	854	62	26	96.820282	2013
2	1	26	0	0	0	3054	959	365	186	-1	
3	1	26	1	0	0	3054	959	365	186	-1	
4	1	26	1	1	0	3054	959	365	186	-1	
5	1	26	1	1	1	3054	959	365	186	89.199326	वेदेशिक
2	1	27	0	0	0	3208	850	305	37	-1	
3	1	27	1	0	0	3208	850	305	37	-1	
4	1	27	1	1	0	3208	850	305	37	-1	
5	1	27	1	1	1	3208	850	305	37	89.880379	www.ekantipur.com
2	1	28	0	0	0	3616	848	274	40	-1	
3	1	28	1	0	0	3616	848	274	40	-1	
4	1	28	1	1	0	3616	848	274	40	-1	
5	1	28	1	1	1	3616	858	43	30	74.207748	TS
5	1	28	1	1	2	3674	858	66	23	57.409515	१२१४
5	1	28	1	1	3	3787	858	9	23	82.861145	%
5	1	28	1	1	4	3829	848	61	31	96.388069	रुपैयाँ
2	1	29	0	0	0	3483	1021	363	150	-1	
3	1	29	1	0	0	3483	1021	363	150	-1	
4	1	29	1	1	0	3483	1021	363	150	-1	
5	1	29	1	1	1	3483	1021	363	150	86.571449	सहायता
2	1	30	0	0	0	3037	1190	827	211	-1	
3	1	30	1	0	0	3037	1190	827	211	-1	
4	1	30	1	1	0	3037	1190	827	211	-1	
5	1	30	1	1	1	3037	1190	181	169	93.223427	खर्च
5	1	30	1	1	2	3289	1245	235	117	71.211868	८0%
5	1	30	1	1	3	3595	1198	269	203	84.250275	घट्यो
2	1	31	0	0	0	2986	1466	222	30	-1	
3	1	31	1	0	0	2986	1466	222	30	-1	
4	1	31	1	1	0	2986	1466	222	30	-1	
5	1	31	1	1	1	2986	1475	21	21	55.410912	|
5	1	31	1	1	2	3021	1466	85	28	95.142090	गोकर्ण
5	1	31	1	1	3	3116	1466	92	30	96.426460	अवस्थी
2	1	32	0	0	0	2983	1506	444	4	-1	
3	1	32	1	0	0	2983	1506	444	4	-1	
4	1	32	1	1	0	2983	1506	444	4	-1	
5	1	32	1	1	1	2983	1506	444	4	95.000000	 
2	1	33	0	0	0	3160	1551	11	11	-1	
3	1	33	1	0	0	3160	1551	11	11	-1	
4	1	33	1	1	0	3160	1551	11	11	-1	
5	1	33	1	1	1	3160	1551	11	11	61.749352	3
2	1	34	0	0	0	2978	1547	453	133	-1	
3	1	34	1	0	0	2978	1547	453	133	-1	
4	1	34	1	1	0	2978	1547	453	46	-1	
5	1	34	1	1	1	2978	1547	129	46	89.659409	काठमाडौं-
5	1	34	1	1	2	3154	1549	99	44	95.836594	वैदेशिक
5	1	34	1	1	3	3295	1559	136	34	95.945534	सहायतामा
4	1	34	1	2	0	2982	1599	443	35	-1	
5	1	34	1	2	1	2982	1599	118	33	96.380936	सञ्चालित
5	1	34	1	2	2	3121	1600	136	31	96.089302	आयोजनामा
5	1	34	1	2	3	3276	1600	28	31	96.523521	यो
5	1	34	1	2	4	3323	1599	69	32	95.522018	वर्षको
5	1	34	1	2	5	3412	1607	13	27	96.959549	६
4	1	34	1	3	0	2982	1643	445	37	-1	
5	1	34	1	3	1	2982	1645	103	34	96.716423	महिनामा
5	1	34	1	3	2	3097	1653	12	27	96.770721	१
5	1	34	1	3	3	3126	1645	39	32	95.202660	अर्ब
5	1	34	1	3	4	3179	1653	33	27	96.864571	७९
5	1	34	1	3	5	3226	1646	67	32	95.240440	करोड
5	1	34	1	3	6	3304	1643	63	34	96.764946	रुपैयाँ
5	1	34	1	3	7	3379	1655	48	22	95.583282	मात्र
2	1	35	0	0	0	2982	1562	445	4	-1	
3	1	35	1	0	0	2982	1562	445	4	-1	
4	1	35	1	1	0	2982	1562	445	4	-1	
5	1	35	1	1	1	2982	1562	445	4	95.000000	 
2	1	36	0	0	0	3476	1471	377	2	-1	
3	1	36	1	0	0	3476	1471	377	2	-1	
4	1	36	1	1	0	3476	1471	377	2	-1	
5	1	36	1	1	1	3476	1471	377	2	95.000000	 
2	1	37	0	0	0	3474	1459	445	228	-1	
3	1	37	1	0	0	3474	1459	445	228	-1	
4	1	37	1	1	0	3476	1459	443	44	-1	
5	1	37	1	1	1	3476	1462	77	41	96.525253	आफूले
5	1	37	1	1	2	3570	1459	41	35	96.551910	दिँदै
5	1	37	1	1	3	3631	1462	78	37	96.853638	आएको
5	1	37	1	1	4	3726	1462	127	33	95.812294	सहायताको
5	1	37	1	1	5	3870	1462	49	41	96.686852	ठूलो
4	1	37	1	2	0	3476	1507	440	42	-1	
5	1	37	1	2	1	3476	1511	41	28	96.579735	अंश
5	1	37	1	2	2	3532	1507	59	33	96.308556	फिर्ता
5	1	37	1	2	3	3606	1517	47	32	96.682343	लानु
5	1	37	1	2	4	3668	1508	61	31	96.722702	परेको
5	1	37	1	2	5	3744	1517	92	28	96.687813	बताएका
5	1	37	1	2	6	3851	1507	45	38	92.868210	थिए
5	1	37	1	2	7	3914	1517	2	22	92.535103	।
4	1	37	1	3	0	3474	1553	445	36	-1	
5	1	37	1	3	1	3474	1563	40	23	96.506958	गत
5	1	37	1	3	2	3529	1553	69	32	96.231972	वर्षका
5	1	37	1	3	3	3612	1553	93	36	96.317436	खर्चलाई
5	1	37	1	3	4	3720	1563	41	22	96.306854	यस
5	1	37	1	3	5	3775	1553	69	32	96.496178	वर्षको
5	1	37	1	3	6	3859	1554	60	32	96.672348	बजेट
4	1	37	1	4	0	3474	1599	444	42	-1	
5	1	37	1	4	1	3474	1600	65	31	96.428093	मानेर
5	1	37	1	4	2	3580	1599	119	34	95.548233	चलिरहेको
5	1	37	1	4	3	3739	1609	60	32	96.542946	चालू
5	1	37	1	4	4	3837	1600	81	31	95.949142	आवको
4	1	37	1	5	0	3474	1645	443	42	-1	
5	1	37	1	5	1	3474	1646	146	41	92.248062	बजेटअनुसार
5	1	37	1	5	2	3632	1645	78	33	96.490425	खर्चको
5	1	37	1	5	3	3723	1645	113	33	95.851883	अख्तियारी
5	1	37	1	5	4	3847	1645	44	32	96.102867	पनि
5	1	37	1	5	5	3904	1653	13	27	96.761780	६
2	1	38	0	0	0	3474	1655	362	2	-1	
3	1	38	1	0	0	3474	1655	362	2	-1	
4	1	38	1	1	0	3474	1655	362	2	-1	
5	1	38	1	1	1	3474	1655	362	2	95.000000	 
2	1	39	0	0	0	3248	1700	523	4	-1	
3	1	39	1	0	0	3248	1700	523	4	-1	
4	1	39	1	1	0	3248	1700	523	4	-1	
5	1	39	1	1	1	3248	1700	523	4	95.000000	 
2	1	40	0	0	0	2982	1691	445	79	-1	
3	1	40	1	0	0	2982	1691	445	79	-1	
4	1	40	1	1	0	2982	1691	445	38	-1	
5	1	40	1	1	1	2982	1691	47	32	96.223862	खर्च
5	1	40	1	1	2	3047	1692	70	37	96.573013	भएको
5	1	40	1	1	3	3135	1701	23	25	84.357590	छु
5	1	40	1	1	4	3163	1687	15	47	89.224792	।
5	1	40	1	1	5	3200	1692	28	31	96.360130	यो
5	1	40	1	1	6	3248	1691	91	32	95.100327	अघिल्लो
5	1	40	1	1	7	3357	1691	70	32	96.447716	वर्षको
4	1	40	1	2	0	2982	1734	443	36	-1	
5	1	40	1	2	1	2982	1734	42	35	96.549545	यसै
5	1	40	1	2	2	3042	1736	97	32	95.037361	अवधिको
5	1	40	1	2	3	3157	1746	38	22	96.381653	८०
5	1	40	1	2	4	3213	1736	89	33	95.860596	प्रतिशत
5	1	40	1	2	5	3318	1746	44	22	96.760269	कम
5	1	40	1	2	6	3379	1737	25	33	90.463646	हो
5	1	40	1	2	7	3422	1747	3	21	90.463646	।
2	1	41	0	0	0	3474	1691	445	79	-1	
3	1	41	1	0	0	3474	1691	445	79	-1	
4	1	41	1	1	0	3474	1691	445	35	-1	
5	1	41	1	1	1	3474	1691	128	34	95.524963	महिनासम्म
5	1	41	1	1	2	3626	1699	33	27	95.449081	५५
5	1	41	1	1	3	3683	1691	88	33	96.251801	प्रतिशत
5	1	41	1	1	4	3793	1691	44	33	96.270515	दिन
5	1	41	1	1	5	3858	1691	61	32	95.976562	बाँकी
4	1	41	1	2	0	3474	1736	445	34	-1	
5	1	41	1	2	1	3474	1737	63	33	95.933281	रहेको
5	1	41	1	2	2	3569	1736	73	32	96.000519	अर्थको
5	1	41	1	2	3	3672	1736	104	32	92.785866	मध्यावधि
5	1	41	1	2	4	3806	1736	113	33	95.405525	समीक्षामा
2	1	42	0	0	0	3205	1791	351	4	-1	
3	1	42	1	0	0	3205	1791	351	4	-1	
4	1	42	1	1	0	3205	1791	351	4	-1	
5	1	42	1	1	1	3205	1791	351	4	95.000000	 
2	1	43	0	0	0	2982	1782	445	130	-1	
3	1	43	1	0	0	2982	1782	445	130	-1	
4	1	43	1	1	0	2982	1782	445	42	-1	
5	1	43	1	1	1	2982	1783	92	32	95.768806	बजेटको
5	1	43	1	1	2	3092	1790	13	27	96.899399	६
5	1	43	1	1	3	3124	1782	64	34	96.691551	महिने
5	1	43	1	1	4	3205	1785	105	39	93.589943	मूल्यांकन
5	1	43	1	1	5	3327	1782	100	33	96.492737	प्रतिवेदन
4	1	43	1	2	0	2984	1828	443	42	-1	
5	1	43	1	2	1	2984	1838	84	32	95.560478	अनुसार
5	1	43	1	2	2	3086	1836	11	27	96.606590	१
5	1	43	1	2	3	3120	1828	39	32	96.071648	अर्ब
5	1	43	1	2	4	3178	1836	29	27	96.568733	७३
5	1	43	1	2	5	3226	1829	67	32	96.092155	करोड
5	1	43	1	2	6	3312	1838	84	32	96.212585	अनुदान
5	1	43	1	2	7	3412	1838	15	23	96.963234	र
4	1	43	1	3	0	2983	1874	364	38	-1	
5	1	43	1	3	1	2983	1882	13	27	96.872604	६
5	1	43	1	3	2	3013	1875	67	32	93.267593	करोड
5	1	43	1	3	3	3095	1884	49	24	40.740768	WM
5	1	43	1	3	4	3159	1874	46	33	96.244972	खर्च
5	1	43	1	3	5	3220	1875	70	37	93.292038	भएको
5	1	43	1	3	6	3305	1884	42	25	90.473846	छ।
2	1	44	0	0	0	3474	1782	445	133	-1	
3	1	44	1	0	0	3474	1782	445	133	-1	
4	1	44	1	1	0	3474	1782	445	35	-1	
5	1	44	1	1	1	3474	1783	82	32	96.311142	उल्लेख
5	1	44	1	1	2	3594	1792	23	25	69.319664	छ
5	1	44	1	1	3	3658	1793	2	21	74.155708	|
5	1	44	1	1	4	3701	1783	64	32	96.193703	यसले
5	1	44	1	1	5	3804	1782	115	33	95.633644	सम्बन्धित
4	1	44	1	2	0	3474	1828	445	34	-1	
5	1	44	1	2	1	3474	1829	125	31	96.147942	मन्त्रालयले
5	1	44	1	2	2	3637	1828	47	33	95.729324	खर्च
5	1	44	1	2	3	3721	1828	41	32	94.826355	गर्न
5	1	44	1	2	4	3800	1828	119	34	95.652046	सकिरहेका
4	1	44	1	3	0	3474	1872	445	43	-1	
5	1	44	1	3	1	3474	1872	65	43	93.175034	छैनन्‌
5	1	44	1	3	2	3553	1885	3	21	88.659500	।
5	1	44	1	3	3	3574	1874	78	41	96.202515	राष्ट्रिय
5	1	44	1	3	4	3668	1872	94	35	95.432503	गौरवका
5	1	44	1	3	5	3780	1875	139	31	96.348160	आयोजनाको
2	1	45	0	0	0	3574	1884	345	2	-1	
3	1	45	1	0	0	3574	1884	345	2	-1	
4	1	45	1	1	0	3574	1884	345	2	-1	
5	1	45	1	1	1	3574	1884	345	2	95.000000	 
2	1	46	0	0	0	3537	1930	302	2	-1	
3	1	46	1	0	0	3537	1930	302	2	-1	
4	1	46	1	1	0	3537	1930	302	2	-1	
5	1	46	1	1	1	3537	1930	302	2	95.000000	 
2	1	47	0	0	0	3093	1929	746	4	-1	
3	1	47	1	0	0	3093	1929	746	4	-1	
4	1	47	1	1	0	3093	1929	746	4	-1	
5	1	47	1	1	1	3093	1929	746	4	95.000000	 
2	1	48	0	0	0	2982	1920	445	88	-1	
3	1	48	1	0	0	2982	1920	445	88	-1	
4	1	48	1	1	0	3020	1920	407	42	-1	
5	1	48	1	1	1	3020	1920	40	32	96.555496	अर्थ
5	1	48	1	1	2	3093	1930	100	22	95.956604	मन्त्रालय
5	1	48	1	1	3	3225	1921	83	32	79.221519	स्रोतका
5	1	48	1	1	4	3343	1930	84	32	95.321739	अनुसार
4	1	48	1	2	0	2982	1966	445	42	-1	
5	1	48	1	2	1	2982	1976	63	23	95.112701	समग्र
5	1	48	1	2	2	3073	1966	80	33	96.513161	विकास
5	1	48	1	2	3	3181	1966	108	32	96.095360	निर्माणमा
5	1	48	1	2	4	3317	1966	46	33	96.631432	खर्च
5	1	48	1	2	5	3391	1976	36	32	96.854042	हुन
2	1	49	0	0	0	3474	1920	445	88	-1	
3	1	49	1	0	0	3474	1920	445	88	-1	
4	1	49	1	1	0	3474	1920	421	35	-1	
5	1	49	1	1	1	3474	1920	46	33	96.904884	खर्च
5	1	49	1	1	2	3537	1930	81	23	96.113640	अवस्था
5	1	49	1	1	3	3632	1920	45	32	96.093086	पनि
5	1	49	1	1	4	3692	1920	147	33	95.435204	निराशाजनक
5	1	49	1	1	5	3854	1930	22	25	86.602188	छ
5	1	49	1	1	6	3893	1931	2	21	86.602188	।
4	1	49	1	2	0	3509	1964	410	44	-1	
5	1	49	1	2	1	3509	1976	50	32	92.623581	न्यून
5	1	49	1	2	2	3583	1964	90	35	96.450264	वैदेशिक
5	1	49	1	2	3	3697	1967	127	33	96.450264	सहायताको
5	1	49	1	2	4	3848	1976	71	23	96.587723	प्रत्यक्ष
2	1	50	0	0	0	3213	2020	422	4	-1	
3	1	50	1	0	0	3213	2020	422	4	-1	
4	1	50	1	1	0	3213	2020	422	4	-1	
5	1	50	1	1	1	3213	2020	422	4	95.000000	 
2	1	51	0	0	0	2982	2009	445	136	-1	
